,newid,event_code_new
2331,502279.452,.SlbbppbspS.bspp.ssSssSffwbbbbb
2334,502659.7576,bbb.Spbbb.bbblssssSpp.sSpppSp
2336,502858.432,.sSss.spfsccf.cccfpb.fsffffn
2337,502903.0191,wpssssssssppwp.wppswppw.ppsppwswwspssssss.p
2339,502991.0617,SSSSSpsS.SbsSS.
2340,503078.9273,Ss.nnnf.sSf.n
2341,503089.1998,bbbb.ssssssssssssssS.bpp.ss.bbsps
2342,503229.1589,fs.sfsssfbnfcscc.pfpfsp.bccccpcppc.ccccc.psc.nbf.sp.sppsccccccccccccccccff.p.snccccccccp.f.fcccc.cccb.nc.bf.f.fn.
2343,503275.1802,SlbbbSbSlSSS.SS.S.bbbbbSSlSppsSssSpSp.sSsSsSsSS.
2347,503746.6623,.cSbSp.fp.b
2348,503781.3215,Ss.sssss.p.p.sspplllp
2351,504856.9245,.spsssspsss.b.
2353,505262.3199,.pSSSpSpsSpnwsewsssssssbblbbbb.b
2354,505445.5576,.pp.clb.llslps.pplb.ppnb.f.
2355,505601.2049,bs.bbb.ssppf.sffspnnp
2358,506145.5071,.n.n.fb.cc.bb.bsss
2361,507235.2476,cpppppppp.sssbbbbb
2363,508005.3862,.Sps.sp.pSfsSsSS
2366,509333.9924,.ssesssspppppbssspppppspsppppppppspsb.b.f.s.f
2367,509576.0757,.b.bb.sSssSs.ccc.ssppppsspssssssssss.n
2368,511005.0831,sSppppppp.s.ppp
2370,511813.5316,.p.pp.ccS.cc.Sf.sp.ppppsp.b
2371,512077.6314,lfpsssspsppf.nf
2377,513918.9074,.SfsSSSssSsS.plSbffp
2379,514092.2498,nnn.b.cccccccccccccccccccccccccccccccn.c.nbbbbb.nnbbbbbnbcbbbbnnnnn.bbnnnnnccc.cbbb.b.nn.
2381,514544.5466,bbsppppwsp.sssws.p
2384,515155.6199,f.pspps.p.s.s.p.p.f.f.s.fps.ssf.f.s.sf.n.f.sbbpc
2385,515510.0767,.S.lSsssSnnb.b.bbb.bbnnnn
2387,516166.999,SSSSsSSSsssSsSSsSsSSsSSSSsSsSpp
2388,516527.812,lS.bbssess.
2390,517306.095,sssssswwpsw
2391,517448.2381,spsspp.sssssspppppp.spppppsppbbbb.bpsss.sswss
2392,517527.5635,.bfpbssssssfbfses.s.psbbbbsssss.psssss
2393,517616.4396,.ss.ppnn.p.p.
2401,519316.9042,.s.ws.s.wssss.b.bspbbb
2406,520359.599,.b.pepbb.ppp.
2408,520645.3381,bbbbbbbbnnftbfswspp.pspws.ssssswssssssewsssnbbb.bbn
2411,520847.2116,pppppppsf.cnnnnn
2414,521157.1837,.f.p.pswptps.pppspsppspespppppssspp.tcc.nf.wswp
2415,521255.7409,cblcSl.cbfSfS.lSl.lSll
2416,521509.6846,bws.wsp.pp.pwssss
2420,522587.4949,cbblbSlb.Sbspl.f.S.llc.nnnb.ffp.
2421,522767.2728,.sssspppsssepssssssssSessssssppppb
2426,523764.8217,sSsssSSsS.sssp
2431,524593.1819,.lbb.f.nb.bbc.fc.
2432,525714.159,bb.bbnfsf.ccccccc.fppp
2433,525851.6409,ssssspppppepswsssppp
2436,526036.8111,lbbbb.psSslbb.b.b
2437,526055.9218,.pSSsp.pspSS.S.s
2439,526455.7758,SS.p.sSpSppSsSSsS
2442,527112.3303,S.S.SS.sp.S.ScS.SSlbbsS.pbbbp.b
2443,527165.9512,f.pp.p.s.f.f.sbswpp.eSe
2444,527744.2839,.SSbsssssspp
2445,527841.053,swsssssssswesbssbbb
2449,528437.146,Seb.lb.bl.bb.bb.f.bbfsssss
2450,528533.0163,.wssslsS.pswssss.ccc
2451,528627.0473,.S.lbbsbfss
2452,528937.513,SwsswwwwsssSpppSp.pssswp.sswpssswwss.sspssspssws.swspsspws.ppsppssssppwspspssswws.swss.p.pwsppwpspspswsssSsssswpspspwp.pspwsswsps.pw.sssssws.f.p.f.nf.f.pf.pf.ppppf.pff.f.
2455,529620.0421,.wpspw.slbbb
2456,529891.164,.b.bb.f.nn.bbbSsss.pp.
2459,530851.9909,spssppppssssb
2460,531060.3743,S.SblS.bbpppbb
2461,531103.299,bbswssbbbbb
2462,531455.8046,sspppssSpbspssb
2463,531616.9327,lppcnnnppppppssssssss.ssss.
2464,531792.8595,swpswssssbfsss
2465,532104.3218,ff.pswsssssp.sspsp.e.pe.ppp.bbf
2466,532848.835,.SSpSsSSSspSsSSSsSsSSSps.SpSSSsp.S.Spsppp
2468,533250.4585,SSlssS.sSSs.
2472,534274.5502,ceSllSpelslswlSSsSppplSssSSSSlss
2476,535102.3749,.bfbssssssssb.c.bb
2477,535148.4194,Sc.plSSllbl
2481,535508.8459,.pwsff.ccb.b
2484,535813.0019,cnfsfsfbbfnnn
2485,535953.6456,.bb.bbbffbb.fbb.b.bfSebb
2486,536294.4631,.e.s.f.ps.ps.s.cfbnf.ff.pfp
2490,537353.9822,.psppssp.ps.s.ppspppsssss
2494,537605.0528,fffsppsfps.spss.fpsssppe.f.e
2497,538673.3729,sSpssspsppp.sssssssssss
2498,538748.54,.c.cc.cc.ccf.sf.s.sfcfs.f.cf.c.f.
2504,539911.5942,.n.bbbb.b.b.b.bbS.
2507,540340.0073,.sbbbb.bbf.b.ssbbbbbssblsbbbsbsss.sbsss.fttfe.sccf
2508,540352.1331,.tbnb.cffbffbt.t.bbb.b.tb.t.Sfsb.S.Sbnnn.
2510,540802.069,.ss.pbbssssssssssss.l.
2514,541470.4233,bb.c.bbS.SbbScbnn.ccc.c.b.bb.
2515,541551.8675,f.ccc.f.bbb.fbibcccccfs.b.n.n.bb.bibb.bb.bbbii.bi.
2516,541893.4254,.pspp.sSppp
2517,542271.7147,bb.sep.ssssep.
2519,542690.577,sws.lssplffbbfseswssssw.s.sf.s.f.f.f.
2520,542806.2333,.nnbn.nblbbb.bbbbbb.b.ncnc
2521,542868.2361,bclcccnnnnn.b.bpppnfn.sf.f.s
2522,543374.8057,ssssssssscsfssspsssspbbbbbssp
2528,546039.8644,S.ccS.S.blSsp
2529,546193.351,bbbbbpsswsse.cs.b.
2536,547814.4577,SpSpppsSSsSpSppsSsSsssswSws.psspppppffbn.n.cb
2539,548443.4357,b.SssfsSbs.Sss.bbb
2540,548723.9128,psssssssssss.sspbsssswspswsssssspspspwwsspssssssssssssssssspssswspsss.psssstsss.ssspsss
2542,548987.3001,S.sswsbbbbbllbbbbspSS.ls.Slbb.Sssss
2544,549117.4106,.ssp.b.fsffsp.ppppp
2545,549380.4161,.pSlbbb.bbbbbbb.bbbbbb
2546,549575.747,SbbSS.Sl.SbSb
2548,550141.2973,.lblssSpSpSpsSp
2549,550241.6706,.b.bbbsebsspsplbbpbb.
2552,550748.7804,ppppppppbbpSslS.ccc.ccc
2554,550979.4271,.bbt.t.t.t.tbbb.bb.t.ffff.ffc.ttt.t.tt.tnt.tt.t.tt.t.t.b.c.f.fccccft.Ssbs.
2555,551334.6661,SsSsSpssSppsSsspsSesssssSsSssSpSpSSppSSpS.b.bSSsppSSsppsSSSsSppppSSpSb.f.s
2556,551841.2823,f.i.i.ib.bbbb
2557,551879.0009,.bb.ibfcb.b.f.f.fb.ccf.f.
2559,552490.4188,SSss.sSpSSsblbb.
2560,552662.3223,.sssfn.bbs.c.l.
2564,552965.9381,.SS.spSsspsS.SSS
2566,554981.9767,S.spssp.lf.f.sp.f.f.fb.ff.ff.sfffsffff.ssfsfb.bib.
2570,556104.2298,.ssf.b.bbbc
2571,556282.606,SS.S.SelslbblsSc.lbbl.b.n
2573,556521.0711,.b.pfsbpfpp
2581,558155.9008,.bbfSsS.f.f.i.ss
2582,558453.8123,.bbl.nnnnnnnnnnnnnnn
2583,558640.3562,ssspppspppssssppp.ppps
2585,559030.1752,.bSSsSSppppppppppppp.sssp.ssp.ps.sspss.f.scc.cc
2587,559305.6418,bbbbbbbbbbllbbbpeff.s.
2595,561504.4804,.f.fp.ss.fs.ss.ffsbpSSS.pS.sspp
2596,561545.9336,S.S.S.S.Sc.s.f.ssppb.n.cb.ccc.nnn.c.nn.bcb
2597,561869.8988,.c.lbb.ibccss.p.i.n.fpf.bb.p.p.
2606,563579.7,Spp.l.s.p.sss.fsffpss
2609,563921.5326,b.psppSs.Sbbbbb
2610,564137.7531,.c.cf.sbb.s.ppnn
2618,565543.6404,ss.p.Spspcc.npSsssssss.ssssessp.ppss
2619,565648.9218,bps.lb.c.bbb.ccnfccb.b.cc.c.n
2625,566873.5225,.l.spssppbpSSpb
2627,567088.8908,fffsppssffssssssssspsfffsfffbllbssspp
2628,567209.9721,nfebfbt.bb.pbbbbbbbb.b.bn
2630,568283.5588,n.ffbbbfbfn.cbc.n.cbc.p.fbfbf.f.ssf.f.p.p.fpbn.ns.iwsfffffff
2632,568505.8516,bb.bbb.bbfff.sssspspppss.b.i.nbiibn.fb.bn.fncnbnnfbccccccccc.c.bcbn
2636,569159.2535,SsSps.psspspp.Sfppps
2637,569424.0052,wlsblsbbb.b.f.b.n.f.c.cfcnnnnbf.flss.f.e.fsp.s.ffspbccbc.ff.fsss.fbbnnnnbbbbfssbnnn.f.pfssfs.f.cf.f.fssfpsf.pp.f.ccpsf.sfpbcppp.
2638,569441.0158,bf.fbbfpspsfssssewswsspsfps.sf.nnb
2639,570020.4475,seppSsppsSs.
2641,570345.0972,nnnnnnnnnnnnn.nnb
2642,570482.6582,elsScccccccbs.nc.nccc.ccccp
2647,571472.2397,.sSsssSSsSSpppp.ppp
2651,571903.0881,l.pp.ppfsSssp
2656,572177.5256,.nlssSeppsf.cfp.f.c.bi.nf.pp.p
2658,572442.0119,.p.pw.swpppspwf.p.
2659,572550.8882,bbb.bbb.bb.b.b.
2660,572557.2119,.sppppp.ppspsppbbbssspp
2666,573362.5172,ffpfbbb.ff.p.f.f
2667,573604.5586,.SssSsSppppp
2672,574010.9598,sSsSssSssp.sssppffs
2673,574082.0058,ip.bbbbbbb.bb.Sl.lpppnnbnn.n.fb.
2676,574793.6014,bb.ssse.cbsSSSSSsSlsSlSs.SbsSSss
2677,574959.9589,spw.c.l.bbbnbbc.b
2679,575201.1109,SssSSpcsSsSepppppeSspeeSsppnpssp
2680,575351.6965,p.b.bb.bbb.b.sssss
2682,575419.5806,p.lbbpssssspspssppsspsp.f.f.f.bbbb.p.p.psf.ss
2684,575517.0435,.sps.sf.ps.pp.f.ps.spp.b.fff.s.p.ss.ws.wepseSssSseeeesswssspp
2686,575581.3001,bbbsspsssssS.llbbpsp.ssppfS
2687,575613.887,bbsfb.bbtbbbb.sbfp.fb.nnbbbfbn.ee.sssbbbbbb.bbbfspss.
2691,576674.3748,bb.bbSS.pSsspp.S.fbsffffpfsb
2693,577087.3046,sspsSSSSSsspsssesSS.pp.Sppssppp.p.psSppSpSS.p.S.p.pS.psSsSSSpS
2697,577848.3581,.pbbbbb.ps.ssb.
2701,578425.969,seSsSsSbb.spp
2702,578434.9656,lbp.blbfsfbbbsbccbfn.bttttt.t.tfbfbtf.
2708,580129.5815,b.lwsss.swsp.pfbbb
2709,580135.3604,SSb.sbSssSSspplbsb.s.
2710,580373.1736,l.besssppsS.pSp.pS.b.bb.i
2713,580879.1379,.ll.s.pbbbfpf.fbbfpffp.ffp
2715,581102.9067,.b.b.b.fn.bf.ni.bbtttttfbnb.fbtetttt.fsbbbbbbb.b.fbfbtbnfbbbttbttts.fse.s.nbtttttntbbfbbbbttttt.b.b.nt.tt.t.t.tt.tbtbb.ttf.sssp.f.b.b.b.b.tt.
2716,581179.7036,bbbbbsbb.ffbbblsSsssbbssss
2718,581289.4413,S.nbbbbbccc.S.Sc
2720,581406.9696,SsSbbSfSSfSSp
2721,581628.5964,.sssss.sp.wp.
2722,581680.3314,.b.b.bbbbbbbbc.cbbbbbbbbbbbbbbbbbbbbblbbbbbbbbbc.lbbbbl.bbbbbbblbbbbbbbbbblbbbbbbbbbbl.lbbbbbbbbblbbbsssslbbbbbb.bbbbbblbbbbbbbblbbbbfssss.esffsssflfsbbbbbbbblbblbbbbbbssb.bb.bbbbbbbbbbbllbbbbbbblbbbbsbbbbbbfbsspebbbbbbblbbbblbbbblblbbllbbbl.sp.blllblblbblbbbblbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbblblllbbbbbbbbbbbblbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb.b.b.bb.b.bb.b.b.bb.b.b.b.bb.b.b.b.b.bb.b.bb.bb.bbb.bb.b.b.bb.bb.b.b.b.b.b.b.b.bb.bb.bb.bb.b.b.b.bb.b.
2724,582166.0766,bbbfsp.ssspsb.b.
2726,582343.2887,.Sss.pffSSsfpf.
2729,582650.9837,cc.c.ccc.c.sss
2731,582885.3138,Swswspppppsssppppsf
2734,583803.9471,.wwsppsp.wps
2737,584373.1714,b.b.f.f.spbbpsSssssSpppSpspssbp.sessSSbf.iff.s.ppbbbbf.pfbsssf.sb.b.nb
2740,585689.8194,.bbb.p.p.p.pspps.b.s.
2741,586022.5111,.sswpessss.ewsswpsesSwp.elbb.pppwssSlppc.bfff.fssbbsssep.s
2742,586966.2995,bbbbbbbbtbbtbbbbttttttttttttttttttttttttttttttttbtttttttttbtbbbt.ttttttttttttttttttttttt
2743,587119.1388,bb.ss.ssisp.n.bss
2744,587186.9391,nnnb.lpswpppp
2745,587225.8451,ssssssnnnn.bf.c.ttttnnnttcccnfnnn.
2746,587396.3283,b.b.bb.bbb.pfbfss.
2748,587893.31,pspppp.psw.swsp
2750,588165.0606,.nf.sf.nnnnnnnn.nn
2752,588463.7404,.psslSS.SSf.fs.sesssssbb.ppfccccceppcc
2756,589084.9931,bpswSpepSwsSwb
2757,589277.097,.p.ppppppbpppb
2758,589375.2724,p.ppsspbsspsssspsppwsswssppppsppw.spwspwppssepwsw
2761,590133.4761,lb.s.fn.b.c.f.bbbbb.l
2763,590734.5377,.Swslssebcbf.
2765,591329.4619,ln.ifbbif.f.sc.ppffpp.fnfbib.fspsf.pbc.bnbf.spppspf.s.f.fp
2766,591409.0574,.lpSSfSswsewpppSppppppSppeppp.
2767,591414.0632,.spSsps.bb.
2769,591791.058,.ss.b.ll.s.ffbbb
2770,591974.3329,c.c.SsspSSsSpSSssSp.spbbpspssppsSsp.esss.swssp.sp.sp.ppppsp.SS.p.p.ppssbbb
2771,592131.5216,ssSSSssSpSpsSpssSs.SpsSsSsSSSSSppb.ssss.bb.
2772,592157.0351,.fp.pppppeccb.pnbfcbnb
2773,592347.2205,sb.s.s.fs.s.s.
2776,592683.9262,nn.fSSs.ff.s.fc.ncf.p.spc.
2782,593561.5953,bsssssw.p.pc.
2784,593952.2805,.f.bbbbtbbbbbblb.bbbbbbbbbl.b.b.c.nbbt.bb
2787,595136.1125,fsssfnnnn.nnn.nnnppbebnnn
2790,596169.8852,bbbbsSs.cfsspppp
2794,596807.7015,ScS.sb.ppS.SppS.lpp.ppSSss.SSS.SpsSSsspb
2798,597780.2724,fsSSsSpSpS.Spppppp
2800,598357.6458,sSSSpsppSlSlbSSssp.f.s.bbb.bb
2801,598554.3784,sc.ssssssspp
2804,598709.6578,b.bbbbssfs.sfp.sps.f.fs.ssffs.bb.f.s.s.ps.f.f.sbbbb.fffcc
2805,598802.8878,.ss.sp.psse.s.ppp.ss.ss.cllbpspb.
2807,599588.179,SsSSsssSssssSSSSS.pb.pbSS.Ss
2811,600088.6438,.S.bbS.b.blSbbb.
2812,600239.3086,lwwssssepsppspspplpfbpbfb.bb.pssff.se.spspps.sssb.bsSppppp.fsnc.sspsSppwespccc.p.p.pcspspessbbfcpp.pfppsscn.n.nnbf.p.Sbswsssssssssspsssw.sss.sssSS.sfefffp.wpfp.ppsb.b.bffp
2817,601048.7257,sssspsbbbwsssssswsspwssppswss
2818,601176.3215,nn.spss.sfsssssSs.p.p.p
2819,601190.7011,ssS.ppSppppbbb.pppp
2821,601808.6383,sssssssslbb
2825,602303.4919,bbsssppscccc.
2826,603129.7566,sppsspsppsppssppspppsppsps.sspsppsspppppsppspppssp.ps.pps.psspsp.ssf
2827,603213.8737,.lebbbbcceeslpppppsppppsSp.S.pslssw.bbbbbbbbb
2828,603263.8345,sppllplpppppppsp.pppp
2829,603383.0158,pppsspppsss
2830,603659.6559,lsspwpsssssp
2832,604596.6595,.lb.bc.SbblsSp
2834,604929.7284,.s.l.ccccp.l.llpppb.p.ppScl.lll.lfp.S.
2835,604967.4144,bbppbc.cbbbbbbbbbbbbbbsp.p.b
2838,606756.3873,ff.s.p.p.s.wsppws.bf.p.fb.s
2841,607298.6638,.b.sss.sssss
2842,607628.5616,bSlSbssS.SlSlbSlSS.b.b
2843,607633.7583,ss.csssfssssssb
2846,608003.8287,.sspppb.bb.lbSlSS
2847,608196.0397,.ss.ssspbbi.cnnbb.
2848,608786.0651,.cccccp.ssssfessss.s.n.bfbfbessss
2851,609082.0348,.bfspsbbbbbbbn.n
2852,609110.8592,p.ps.pppp.SppS
2853,609380.7612,.SssSpssSsSssSSSsssSsssSSpSpSSsSsSppSsSssSSsSlbbbbbbbbSsS
2856,610353.2016,pwssSepspSsssSs
2865,612537.3812,pSsS.Sp.SsplSlpss
2867,612900.5831,.l.il.ll.l.pl
2871,614287.1175,.bb.bb.bcnnnnb
2873,614678.11,.Sl.SlbSSSc.lsppSlSebb.b.cSbbSbbb.b
2874,614689.9564,sSsS.SsSsSSSSSsSpcccccb
2875,614745.9755,Ssspppwsps.
2877,615028.86,bbbbbppblbb.bb
2878,615146.2486,ppppp.pppspsppsSpsppsssspssssp.psssssppppspppspSS.S.l.nnnfbss.pp.ppp.p.Spssssssssfbnnnnnnnnnncn.cc.nnn.nncn.nnnc.c.
2879,615577.2321,b.bbb.b.bbspb.cb.bp
2880,615587.458,.b.SslSSllbbbsSlSSsSSSSpSsfSfSsSffSSsSssS.sSsSsSsSsSSSsssSpssSsSpsSSSsSpsSSsSSssSssssSppSsSSpSspSSsSSpsSSSsSpsppsSpSsspspsSSspsp.psSpssSpSsSssSpsssSpSpSppsSsSssssSspSSSs.i.sSsSSsSspsSssSpppsSSpSsS
2889,617013.4293,bb.bb.cfspp.b
2893,618420.0477,psspS.pppSp.
2896,619460.6656,S.s.SSc.ssppsppspbb
2900,619592.471,.ppppppppppppSsSsSppSsSppppSsSpSss.SsS.pspp
2901,619641.1885,.ppp.bssssspswsppppppppppp
2905,620062.6865,wspp.pw.spswpwp.pl.sws.ppppss.pssspsssw.pp.wsssslsspppsspwsssps.wppp.sssssssspp.swpsssp.ssppp.p.n
2907,620680.7308,SsSSSpSSpSssSsssSSssSSSpSSpp
2909,621481.7101,.bbbb.bbbbbb.bbbbb.ffntt.ttfs.ffs.b.cc.t.fb.b.f.t.t.ccclsSssSpSspsS.psSsSpSSp.ssss
2910,621687.9049,sssssss.bblbb
2917,623023.0117,.b.bb.bSlbbbSbfbspbSSbb
2918,623122.7145,peeefp.f.ppppsewppsspssppbbbb
2920,623236.3917,bbllbwps.wspsps.w.sppssslbbspp.w.pspsps.s.wsp.ssp.pwpsplpspwspss.pppps.ppwswp.w.pl.sp.spsp.ssspswpwpwwpwsss.pwpsws.ppwsssl.ll
2921,624090.2795,.sppp.p.Sppppp
2923,624338.6818,ssssnnn.ll.cccwpppwp
2927,625376.9342,ffpp.cb.bb.f
2929,625594.7426,bsSsssSSsSssSS.psSsssSsSssSSsSSS
2931,626166.095,SsssSSpSSsSSsswepwpw.pw
2932,626452.6257,.SS.bbbbbpsb.ssSSsSssS.
2934,627406.7983,.sspppweeSsS
2936,628179.484,.f.c.b.b.bb.Ssbbbfccfbbsscccb.b.n.nbbbbbcc.
2938,628547.7243,fpsSppfSppSwfwspSspppswbbbb
2941,629878.1233,bSsSsSS.ppSfsSSSSs
2944,630254.1448,.wpppsssffp.s.pspsf.ccf.fs.e.ssf.psssppwss.ssw.wspcbn.n.p.
2945,630713.0633,bbbbbbb.bbbbb.se
2946,630906.946,sssssss.sss.s.
2947,631303.2703,.sSsSSssSsSpsssssSSspSSsSsssSsspsSssSspsSppcbbbSsbpSppp
2948,631458.8943,bpppppppppssSSSSpSSSssS
2950,631930.4788,.ppsp.wswspwSfSpfsfSsSpwppSsssSws
2952,632290.0485,.cS.ssssSsssSSsS.S.pSspppbb.
2956,633076.9137,S.ssssswsssb.b.b.
2957,633886.1166,n.e.s.f.bbbssppss
2961,634574.3034,b.bbbb.spsps.bbbb.f.e
2964,635549.7707,S.f.fbfs.ebbs
2967,636022.4867,bbbbScfc.l.S.S.SSS.SS.SlS.bbbSS.S.S.SSssssb.bbbbc
2968,636191.573,.pwpbbebbfbbbbbbbb.bbb.
2969,636231.0844,fffeseffessp.epsS
2970,636242.0227,lbb.ssS.bb.Ss
2971,636248.0624,wlSlSessp.bssppbbbbbp.
2972,636430.6295,fsfbbSfsSbS.pppSSpSpsSppppSpSSpp.SpS.b
2974,636439.4911,e.fppppppppp.
2976,636570.0532,.p.ppbbbbssp.p.spp.s.sswssppbbb
2977,636701.0158,sp.pssssssp
2978,637348.3362,ssbbSpf.pp.p.
2981,637718.9653,tttbttttttttttttfn.fn.tttnf.bbbblbbbbbttttttSbf.t.lbbbbbttttttttf.ttsff.n.nbs.f.tttc.bttttttt.c.p.p.nbfttbnbn.n.nbfttttt.bffb.tttttfftt.ff.pf.ffbnfbf.bbb.fi.spsf.sn.f.tt.cc.tttf.ttt.t.c.tt
2982,637895.9119,sSsSSeSSpssSsssSssSSssSsppfS.SsSs
2985,638989.5361,.s.spSssppspppp.b.
2986,639066.617,ccblbb.c.c.ccc.c.c.c.SlbSlSbc.c.cSSS.cbScS.c
2988,639441.6234,n.cbbbbf.pnS.cbbb.f.bbc
2990,640308.4751,.bf.fsffffsffsf
2994,641283.2253,wsspwp.sspSwpS.n.
2995,641336.4597,bpSppsSsSsSppbbSS
2997,641495.9906,ss.lbb.bb.bbbb.bblsp.
2998,641514.9057,f.b.bpSbcbbbsswslbb.n.
3002,642350.0553,ppwsssswssp.bb
3003,642870.1989,cc.c.ccccccc.SpSsSp.pbb.ssppb.b.p.ssepe.cccccccccc.cccccc.
3005,643138.9647,b.sb.fbb.p.lppbnn.bbbfs.pf.f.fbs.pp.p.s.s.vfssspbnnwncp.p.
3006,643343.5204,bb.fsSssssspSssspspSpplpslsssf.ssssssppv.fSSfSs.SsppSpSppSpSppSsSssppSs
3007,643358.524,eSsSsSssSSSssSSSlsSsSSssSSpSspSssSSSssssSsSSssssSsSSpfSSssp.sssSSSsSsSSSSsSsssssSsSSplSeSpsSsSspSpsessssSsSssssss.ssssffSfsSSsssss
3008,643435.0507,sSSSSpsSSSpsSSpSlpssSpSssSpppSpff.SSf.ipssS.fpff.
3010,643592.2906,.SsSsSslssssssp
3012,643954.3702,.Slbbbbwsssbb.b.
3013,644076.0801,ssssssssssssb
3017,644556.8008,bbw.bbsbbbbbswsssssssseswsspswpspbbbeppsppspspwspeppps.pppspsppsppbbbbbibbbb.wwswss.sp.wssspbbbbbesssppbbbbbbb
3020,645338.3574,.sp.f.fsp.fp.f.pf.
3021,645648.8371,bbbSn.ssp.ffnn.n.
3023,647066.9387,bpb.bccbb.ccc.s
3029,648634.7876,.sbb.b.lccccccbnnncccc.bbbbfnbsswbb
3030,649151.9464,.bnSSSsSSsssSSpssSsSspSpSSsppswpwspwswebbbbwspspwpppsw
3031,649497.9421,bbb.S.cfbnb.f.sf.ssspsfspssppppsspsspspbSSSpeS.p.Sspppssses
3032,649509.4066,cncccccccccc.cnb.f.cncb.b.f.b.bb.cbcccccccc.bb.ccnbfs.biffssbbbbbbb.bbb.b.bbbb.b.bfpf.pbssffewswefbbbffffffsbs.psf.spppsps.sfs.s.sfn.bf.fffps.fp.f.sppfspspppsss.p.sps.pp.spf.f.b.bb.bf.bbb.bb.f.cccccbnbbc.ccccccc
3035,649939.4495,bpb.p.pbff.s.bbn.bl.blbb.bn
3037,650206.3666,SpssSsSScpeSsp.ppb
3038,650364.8451,.ScSSS.cwssss
3039,650466.5595,.sSessepS.Sbbb.s.bb
3040,650713.1318,.spssSsppSpssepSssssspSSs
3041,651183.445,Ssep.p.spspppppsppp.ppp.s
3042,651375.1764,bbswpp.pwp.fsfssswpsp
3043,651383.2975,ssSSssSsSSSsS.
3044,651793.5172,SSSspsppppS.S.bb.b.lSbb.bbpb.fff
3045,652199.5831,.b.b.pbfbff.f.b.b.fbp
3047,652456.5862,.plsSsbb.Sbsslffff
3048,652522.7474,.b.fff.swSssSs
3053,654256.288,.ss.pssp.ssppwb.
3056,654606.4047,c.ccs.llsssws.s.l.
3059,655509.7597,.wpplsppppp
3064,657634.8748,ssl.sssSppSpf.s.
3066,658104.755,.pp.b.SSsssSssSSsSssSsSSSSSs
3067,658160.0755,.sb.bf.bb.snlSSfb.b.bb.f.b.ppf.s
3068,658378.7454,cessSsSsSSsSpSppbswwpw
3070,658926.1862,SSffSssSsSSSsbb
3071,659068.0918,.bb.b.bbb.b
3073,659165.2427,sbb.ppswwpppppw.ssppspp.p
3074,659877.6765,.nnn.sssssspsp.spss.ff.bb
3075,659912.1168,cc.f.cccb.ccccccn.n.s
3076,660013.5146,sSsSS.pp.s.
3077,660080.9423,wpwspplpppp.plpp.pps
3082,660981.8386,.ff.ccfibbb.tb.bpsssSS.bbllbblbbbl
3083,660993.0703,.Sp.spS.bicbbswppp.pspbbb.fbbb.bbbbbbbbbcccbcibbbbnb.cccccccb.bc.c.b.
3088,661725.9327,S.lbb.fwffffpfb
3093,663218.4936,lswbbbsswspsSSsessSsSSpSssSbbb.
3099,665256.0551,n.b.fb.bc.pw.p.f.ss
3101,665824.8464,.ssbpbbbb.nb.
3103,666195.713,ps.pllblSblb
3104,666290.205,bbbbpswssweswss.pS.spsssSS.sSsspsS.pps
3105,666449.1678,.s.pswppp.pwpswpppwppp
3107,666649.9143,sSpspsspppp.pppspppsp.pspp
3113,667990.3483,bbbleeecSlbbbeeSsseeccccccccccc
3114,668019.4242,SS.S.ssSsSb.b
3116,668594.7999,wwpsw.wspp.sfffsbb.sespe.l.bb.wwp.w.b
3117,668703.7554,.ppppfSSspp
3118,668736.9943,sppbccssscbb.b.b.b.
3121,669134.7202,.pb.ps.sppssppp
3124,669386.8339,SS.S.S.S.S.S.b
3130,670946.2544,ccbwssppf.bfsssss.
3131,671021.9057,bbbw.bbb.snbbfbnfpss.
3132,671260.7434,pspssssssp.pp.
3133,671640.6159,pSps.sSSSsppSpSSsSppsS
3137,672139.3624,.Spwssspwppppppps.ppsssss.b.sssssspp.psp.ssssssss
3139,673257.2243,ssfffpspp.p.b.fsf.f.sb.t.fs.spsSss.
3142,673900.1768,b.lblccc.cbbbb
3144,674142.777,.bnns.S.sSsS
3150,675627.6358,.ssspssSwswSswssS
3153,676270.5417,n.b.nn.Sl.bnnnn.bbbbb.bbbnn.cnnnnnnn
3154,676440.6106,psssbff.f.sf.p.
3161,677634.4776,sbbbbb.b.bbbb
3162,677836.2812,bSpsssSSS.bbb
3164,678036.0267,wpbb.sss.sps.p.
3166,678097.778,pffffefSpsSpSpp
3168,678360.383,bwppsssp.pp.p.pspsspbbs.ppwppwpp.
3172,679678.7493,nff.tSS.p.pp
3175,679843.0532,SwppscccccSl.c.lSlS.SSl.
3176,679954.4068,.s.bbbnnccc.bbb
3177,679998.9194,sbb.b.p.s.cbbpcbbbcp.b.pbnn.
3180,680186.3667,fcscc.ppnnff
3181,680234.3763,nnpspnllSS.bb.c.lS.cb.plbb.Sf.bnnnb.bfcb.nnnn.npsf.nnnnnf.bb
3185,680549.0283,SpSsSSpS.sSsSpppsSpttt.ttbbbbb.ttbb.t.tb.t.S.
3186,680664.4052,sSp.pebbbl.lbbbbbpblssp.SSSsS.spSSp.p.pppSsp
3190,682203.7091,f.sSssefs.ffsbb
