,newid,event_code_new
7526,1586560.518,.S.sS.psspppbbSpl
7527,1587033.276,.cb.l.bsf.lpp
7538,1588311.326,pssp.swpwwswspwsssssppp
7539,1588334.59,SspSfbbbbcc
7540,1588385.599,.sSsppsspspspspbbf.
7541,1588561.926,.cbf.ttt.ss.ssssb.b.bbbbtbb.bnb.t.t.b
7542,1588623.035,lspfbsssspp
7543,1589480.676,fi.bSs.SS.b.p
7544,1589483.805,SlSSsbsSse.pps.sb.bp.p.cbbb
7545,1589514.702,.ps.ssss.psSswppS.ss.ps.pppe.pp.ssewsppppppppss.swss.wS.p.ssspS.ssppssw
7548,1590435.295,.elblblbb.b.b.b
7550,1590692.913,bSbbn.lS.pcScfpp
7554,1591784.745,eSppsSpppSSS.s
7558,1593166.92,bb.b.bbllspe
7559,1593178.585,.pp.bs.wsp.b
7561,1593336.7,pbb.SesSsbls
7562,1593470.22,psn.bbnbn.bn.cccsspcc.bSSSspsSSSeccccbccn.f.fb
7563,1593616.121,sssppsb.bbb
7564,1593651.469,.bbbbslsscsffespespssppppsppc.ccspsesswp.pes.s.ssp.fpssspsssfs.pspsssssppp.
7565,1594954.031,.b.bb.b.cn.ff.p
7567,1595322.243,SSsSSSsppSSSppppS
7568,1595932.562,S.Sp.pS.ssss.p.p
7570,1595981.321,s.sssSspss.ss
7575,1597483.172,cbbpppppppp
7579,1597904.8,.lbbppssp.p
7581,1598498.449,nspnnnn.ppsssss
7582,1598834.6,bbbpbbbsSppbbfppppffspl.n.c.bbb.b.
7585,1599583.966,b.ss.eSpbbbsSsSwsp.SS.s.
7589,1600294.104,fsssspspssp
7593,1601256.551,.bbpf.fp.fs
7594,1601934.321,sswwppssssspp
7597,1602662.76,cccccc.S.lbcbbbbS.Sccccccccccccccccc.cccccccccc.bscc.fbbccccccccccccccbbbcp.fccccnnnb.cccccccccccccccccccccc
7598,1602896.615,sSlpSSSpsSpsS.n.ssps.pppppppsppp.pSSs
7599,1603488.084,.e.ppssp.lp.sppsp.
7600,1603591.982,c.sbwSppeppp.sssspssp.
7602,1603956.148,.f.bb.fp.p.pspsbbfssppSf.Sp.bb.
7604,1604179.922,sssssssssppf.bbbssssss.s.bbsspwsssp.psbs.pwssswsspspppb
7605,1604565.154,.pwsl.ssss.psssppspssp
7608,1605322.161,.s.s.pSS.bb.c.wlssppspppebs
7610,1605469.715,bbtt.tbttt.bpwwfppsb.bif.
7611,1605513.091,fwp.psssfbbbbffsefpeppf.p
7612,1606066.297,pppppp.Sl.cc.ews.c.cc
7619,1607161.891,swssffwswsssssspws.
7620,1607171.325,.ccc.fb.n.f.sfbibbbbbbn.ibbbb.f.sf.bbbib.bbnbiibb.i.sspsss.f.f.fwss.p.fb.b.bb
7621,1607253.975,SSbnbsSsnc.bb
7623,1607443.83,bb.c.bsswSwSffee
7624,1607446.782,.S.ssssp.pp.sps.bbbb.f.f.fS.fp
7628,1608454.981,bbslbwp.sc.b
7631,1608885.056,.sssssssssfssssbb.b.
7633,1609562.053,bbbbSSSfSp.s.Sssb.bbeSpSppbbn.b
7636,1610788.94,lccc.bbb.bb
7637,1610959.056,blppwssl.S.b.bbswpp.Sbbbbb.
7638,1611253.177,.fnbf.bbb.sb.cccnfff.cc.icb.b.
7642,1612119.144,spbbplSSpSpwppppb.SppSwwspsbSSSS.S.S.S.Sp.bc
7646,1613181.499,Spssf.sSwspSp.swpss
7647,1613316.787,bssssccpsssp
7651,1613890.389,.c.b.bbbbb.f.f.ppfsf.s.c
7652,1614105.701,f.ff.fsfsssSp
7653,1614207.393,.sspspspspsss.pSSSsSsssSSSfsSsssSSSssSSsSSp.
7658,1616165.508,.bb.slsspws.pppbf.s.p.ssspss.pspp
7659,1616361.579,pSSsSsSsSppSsSSsSsSS
7662,1617027.484,.lbb.bbfs.fbfbbbc
7664,1617213.236,SssSSsSSssSSsSSSSSsSsSsSsSsSsSssSsSssSsSsSsSssSsSssSSssSssssssSsssSsSsSSpSbs
7665,1617263.639,.sSssssssSSsssSs
7666,1617332.296,.b.sb.b.b.bbbb.b.b.
7667,1617655.652,.blbblppllbleplpb
7668,1617850.913,.b.sspp.sppw.p.wss.s
7670,1618678.719,ssp.esspspp.ssss
7671,1618757.09,.b.fpfspspf.bsspp
7672,1618895.945,bSSbpSsSsSSpppp.S
7674,1619319.329,.ssSppSSppppppbb
7675,1619665.562,SSSpppsSSspSpsSpspp
7682,1620538.365,ccnlsbcccsppppps
7683,1620671.009,.spps.pspS.p.pSpsSpS.p.pp.pS.p.p.SSSpp.ppsSSSS.SSpSpsSf.b.ppSppsssS.sSsppfS.spp.Sppppppp.pps.sSl.pS
7696,1623411.342,swssssssssfssssssss
7698,1623856.165,.tt.tt.nnbb.t.tt.t.t.ttt.
7702,1625069.128,lsSsSSSsSsS
7703,1625187.485,fppS.ppSppS.
7704,1625695.131,SSS.pf.sp.pfp.ps.s
7706,1626523.528,p.pwsppwswss
7708,1627691.56,.nnfSl.ssSs.lf.pfs.ss.f.ffcbb.bbc
7711,1629147.064,ffSSffSSfsSSb.pS
7712,1629157.588,bbsssSSsSps.ssssss.SlSpssSsSsSspsppS
7713,1629234.082,l.blbbp.SSllSsp
7714,1629340.714,sS.p.s.S.bb.bb.sws.bbllsspplbbssps.spe.
7715,1629418.759,SSssSsSsSsSSsSs
7716,1629525.884,cccccb.f.f.fsss.p.fps.f.p.p.bbfb.f
7717,1629781.439,fSfpeSSf.pbfpcb
7718,1629837.113,.cl.S.sS.SeSSslbSSSSfp.ppspSebb
7724,1630648.621,.lfbb.bb.ss.sslp.
7728,1631781.515,bbbbn.cc.bbbbibbbbbbbbbccc.ccccccccbbccc.bbbpp.p.f.sspsss.ccc.cccccb.nbb.llcc.cc.ccc.cccccbccccccn.f.ssf.f.ff.fnn.cccccccccccc
7730,1631865.134,s.elSSfSfswSSs
7733,1632324.141,.slsppppb.bbbnnfnc.cnccsbswpspnf.c.b.sbppc
7734,1632612.18,lSsfpfbbbpppsb
7735,1632803.72,lssp.sSSSsb.pSfsssppppp.pffss
7738,1633223.998,wswsslb.bwffSsssSesw.s.
7740,1633296.763,ccc.c.ss.ccpcpfp.f.c.ff.
7743,1633452.517,fnn.cbfn.bbbsp
7747,1635119.794,pwsbsSslpsSsssssfssss
7750,1635467.107,lbb.bb.bb.ffssbbbb
7754,1636131.098,.nbb.fbbbf.Slf.f.fbbbSbbbbbnbbbSlbbbbbbbbfbl.cclbb.bb.bbibbbbn.bbbb.ccbnbbsSs
7756,1636705.608,S.SSfbbsspppppppc.c.cS.S.Sl.bbefpfSSSbS.efsbbb.
7757,1636873.223,ff.cc.cbbbbcfp.s.p.fcccccncc.cc.cfc
7759,1637317.399,.pps.SSssp.Sssssses
7761,1637481.12,f.p.spfp.b.b
7767,1638858.607,S.SfesS.SpSfSsppSppspsp
7772,1640211.223,.cb.p.pcf.c.cc.bcccccbn.nnnbbc
7779,1640846.184,.bsbbb.fff.p.spsppsppfpff.ppp.ff.f.p.sff.p.sf.n.p.
7780,1641088.501,.b.b.bb.b.l.bbbbbbbbfps.f.ffb.b.nnb.bpeppppsp.n.
7784,1641543.955,nnf.bf.b.pp.fnffpfs.ff
7785,1641549.482,ssppw.c.f.p.ccccf.ffc.ppsnn.ccb.cbbftttttttc.c.bccccsccnnb.c.ccccf.ccccccc.ccccf.ccccccccnncccccnccc.nc
7787,1641749.688,.b.b.b.sSs.bS.bwspsspppppppwssS.ssbsssssswSssssspSpSwspswppppp
7790,1642335.597,nn.lss.sn.b.n.nnbbnnn.ib
7791,1642997.852,.fpp.spp.pp
7792,1643361.44,Ss.bbwswpp.
7793,1643370.101,.sbbsss.ppp.p
7795,1643598.08,bb.sb.bbb.bbbb.bbb.b
7796,1643670.183,ssSsSsSsSspppp
7797,1644118.372,p.wpSpwsspSpSpwppppppsf.pspssspppsspppppss
7802,1644709.324,.cls.S.S.ppSsSspSssssssppp.bb.S.cSSss.c.ScSlbb.fwsfs.
7804,1645130.524,cssssswsssspwssssl
7808,1645677.914,.bb.cSlbbbb.
7809,1645830.842,.pppppsppsssspppn.bbb.c.b
7812,1646624.659,ScbbS.SS.c.c.ScScSS.S.S.c.S.S.c.S.ss
7815,1646894.198,SSbbbb.Sl.lbb.bsssp
7821,1648440.831,.sssssss.b.bbb.b.bbsss.s.bbb
7825,1649642.927,bbbbllbbeblws
7829,1650925.535,wsps.spSw.swS.pspswpwSpwwpsS.Sp.p.s.ppsb.fsbS.pssss
7830,1651284.606,.lbbfpSbbbpbfblpesbbb.ep.b.p.sss
7834,1652126.443,ssS.SsSbl.sp.pssss
7840,1653753.37,bccbblbbbc.
7842,1654322.413,pSefff.bfbbb.f.s.f.b.bbb.
7843,1654748.335,.bb.bblS.p.
7846,1656108.997,.b.b.b.bbb.cbb.b.c
7847,1656518.015,.s.bbbblpsb.p.fbf.fsc.
7850,1657009.744,lbbSlbbSbbbbbb.Sssssssppsssssbpp.b.
7851,1657185.904,Spbbbppbwwp.bS
7852,1657585.735,.pb.b.pppbs.psp
7854,1658292.473,bbbl.ll.cc.
7857,1659082.877,s.pppp.pelebbbbc.cccccc
7858,1659560.739,c.pSp.SSpppssSsSsssSSSssSs.
7860,1659928.984,tnbbtttt.bbbbfwebbbbbfsbb
7861,1659934.26,lben.b.b.b.f.flsb.n.
7862,1660090.215,sSs.sSS.ls.SsSSs.b.
7865,1660879.012,fsfpppSSsssppSppSp
7866,1660945.001,.pplffSS.fbbbb.S.bS.SpSsSsl.bS.bbb.SSbbbS.bSb.sSSpssSp.pSSSssssSS.fpf.sspfp.ps.SS.sssssSsp.fs.spf.s.p.sssSsfpses.fsssSb.Sbb.sSppps.S.se
7871,1661830.4,ssps.p.p.f.
7875,1662468.961,.sssslpsppfSSfbbb
7876,1662830.934,fSswsff.f.f.SSsSS.sSfs.ff.ibb.ws.
7878,1663248.297,.l.Sbbbbbppbppp.S.cbbbbbSbblb
7881,1663425.923,.bbblspp.ppspsspsbbwsp.pp.pffbpsppsss.pwppp.wp.p.p.
7885,1664708.983,spwssssspfwbb
7886,1664787.368,snnnf.ppeppssspspp.ssfsc.f.scbbbnfp.pfp.p.fnnSppppcbbb
7891,1665231.939,.pssssspppsppbbppp.p.p.
7892,1665627.286,cnn.ns.s.sspcc
7893,1665695.3,.lbblsssspbbbbbbbbbbb
7896,1666804.217,bpplssbbps.pp.p
7897,1667017.033,.pppSsplbsb
7902,1667862.707,b.bwpwsbbbpssbp.f.pnnnfss
7910,1669370.513,f.f.bbbb.bbbbbbi.ss.ps
7913,1669812.012,.wpsSsscsspppe
7914,1669930.276,SpllspplSb.f.b.b.
7917,1670467.933,lsspppppsSwpSppSSSwS.wppwwssSpsS.bcnbbnn
7918,1670994.894,b.f.ccc.nbbf.f.fbs.pSpp.c.bbbb.bsss.
7919,1671094.699,.SS.S.bbbssssp
7920,1671430.725,.Sbb.nncSepc.ps.ffsspff.p.sssbScnn
7921,1671459.652,.lppssss.s.pppppp.
7924,1671628.854,.ffbbbb.S.bbbbbb.i.tbttttttttttt.c.tfsf.s.bbbbbbbb.sbbb.nfs.ss.bbfb.b.b.f.
7927,1672899.532,ssSSssSsspp.ppsssspsfSSsSls
7936,1674163.793,S.b.fsfssfflb.ppfp.p
7937,1674294.914,.sSSsSssspsp
7940,1674968.414,cl.lllc.c.cc.p
7943,1675618.906,.c.f.Slccbcccbb.nnnn.Spsppp
7946,1676292.466,fsss.p.ss.sp
7949,1677659.471,.sSssbsspssssssspss
7951,1678322.19,.SSp.Ssppppss.sppppsSspppsspsSpppSppppbbbbb.ct.t.b.nn.fs.s.tt.bb.bb.b.bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb.tt.b.b.bb.
7952,1678328.356,bb.ppsssssp
7953,1678785.398,bbbbbswssssss
7954,1678813.3,.bb.bll.ebbflp.l.bbb.
7955,1678855.433,b.Sp.Sf.fsssnnnc
7956,1679090.89,ccSc.bl.bl.sS.SScsSc
7957,1679594.279,.b.c.ibb.b.nbbibnnnbb.b.bib.b.nbbbibibb.
7962,1680526.226,.n.fnb.ssbsssslc.
7963,1680537.243,sslsslbsbss.
7967,1681343.69,.nt.bbbbbbbttbbnnn.bttttttttbnttttttttttttttttttttttttttttttbtnnfttttttttttttntttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttnttttttttttttttttttttttttttttttttttttt.t.tt.t.nntt.t.t.t.t.tttttttttttttttttnntt.t.t.t.t.ss.b.bt.Sbbpt.t.tt.tt.
7971,1681688.81,SSSssSsSssSsSsSSsssSsSssss
7974,1682259.766,.ssSsSSSSpSSspppp.sSS.sSls.pb.p
7976,1682490.599,p.pppp.bp.ppb.peps
7977,1682510.078,s.ppwssspswppswsp.wsssppswpwpsswss.wsspspswppwp.pspwspswpss.swswssws.
7978,1682512.662,.pss.SssSsSssSssS.bb.ssSs
7979,1682930.938,SfSfSsSps.l.p.ppbsSsssspswssppsSpf.p
7980,1682953.951,pb.bppppppppp.
7981,1683249.385,.SppS.psSSppppppS
7982,1683476.777,.n.sp.ppp.spibbb
7984,1683706.525,pSbbbbbbffSfssbbSffblSfps.c.lSfsppspppp.cpc.cc.c.bl.efSsppppspsppppsbSsSsssssbbSfffppSffsssssspSspfspS.ppsSwsssSpppp
7985,1683880.487,fppppppppppsp.p.
7987,1684315.34,weeewssspssws.sw
7989,1684833.188,lSlb.p.bn.p.f.bnff.n.c
7990,1684837.504,bwpswspbbbfwbbcccc
7997,1685967.436,l.bbwwpspsspppsppspsspssspsspwpsbw
7998,1686304.705,.bb.b.b.bb.pfbeswppbssssbbsbbss.bbbfbbbpsssppsbbb.p
7999,1686594.677,pppspbsps.spsbb
8003,1687966.408,lc.ccc.c.c.c.c.css
8004,1688059.857,s.sppsppp.wss.s.p.psss.p
8005,1688140.417,SssSsssSSpSSsSsSsppSsssSSppp
8006,1688213.833,.bbS.plpp.fffffb.S
8007,1688778.573,ssppppp.p.nnbllssspssppcn.flbbbfppebbb
8010,1689273.748,bbbbbbbbbbbll.ll.l.lbssbllb.bblbbl.bbbnbb.bbbbbbn.bbf.nbbbbbbbblbllbbbbbbbbbbbbb.bb
8012,1689708.214,lbsSppppspsss.pfffsssss
8013,1690031.807,sppsSlbblspppp
8018,1691515.8,fb.fb.bb.bpfbn.
8020,1691894.27,el.lsssssl.lb.
8021,1691951.696,sppSpspS.psSsspp.cSc.bbSpSSSlflssffSSS.pfsppsp
8022,1692025.554,bbbffsppbbcc
8024,1692206.184,c.bbbbbbbbswss.pssssspppp.p
8025,1692306.949,Slbbfc.nsSlpb
8029,1693556.434,SSsssSssSSssSssSsSsSsSsnnnnnnnnn.
8035,1694984.417,lbsss.sww.ssssssssSpspspwssws.ssSsw.sppS.pspsS.s.b.lc.pss
8036,1695528.612,.s.bb.bb.bbb.p.b.fbppp.bb.pf.bbln.b
8037,1696124.603,bswspttttttttbbbbttttttbttttbbtbbttb.tcSStttbbnnbb.b.b.bbb.bnbbbbbbbbbbbbbbbbbb.bbb
8038,1696262.565,nnln.ccc.fcf.ss
8046,1698052.227,.sppp.s.bSpp.sp.plSb
8048,1698490.037,bb.pbcwsff.p.psppsf.fpsp.ffbfcfss.sps.b.
8050,1698764.581,bbbbf.f.spsf.s.f.ffefbbsbbbfswsSncnnnnnnn
8051,1698822.272,.ewppp.pssw.p.sss.p.llsp.psplppbb
8052,1698920.811,bb.pe.p.bb.
8053,1699082.134,.swpwswssSsSss
8054,1699293.461,sblelesSSS.cS.cS.cScS.SwSSSsSspSSpsSsssS
8057,1700295.21,.bbbssb.pbbbbef.bb.
8058,1700678.035,.psSSSssSSSsSSsSSSs.ssppsSssSsSppSp.
8060,1700770.24,SlspSSsSbSSS.
8061,1701380.601,.bbbsssppp.pppssssssppssspp.pss.pbb
8063,1701422.492,SpSwssssppppppwpppws.s.sssppsswws
8064,1701483.317,psb.ss.b.ppppp.p
8066,1701771.44,.s.f.fsn.wsssssp
8069,1702079.917,blssssscfleSss
8071,1702530.528,.ssspbb.Sses.b
8074,1702799.313,.bbfbl.S.feSefp.spppppp.ppesppppp.SpsSppSpp.pSsp.pps.pspsS.p.l
8075,1703151.059,.bbb.bbbbbbbbbttbbbbbbbbtttbbbbbbbbttbbbb.bbbbbbtbbbbbbbbbbbbbbb.bbpp.bbb.bbbfbbb
8079,1703395.592,.b.bb.sSsp.f.lbbb.bbbbbbfe.bllblfp.bbbcccc
8084,1705024.573,cf.f.f.npe.
8085,1705090.846,SsSp.pbbpsSf.nb
8087,1705419.77,bbbib.bibbbi.cffsfsfp.pc.bibbib.b
8089,1706184.149,b.p.spSSpSSSpssSS
8090,1706434.898,pppppspppSbbbb.
8091,1706523.467,.t.c.tttttbbbbttbbbbf.ll.bbtttttbbctttttcc.bttnttttcctt.t.t.t.t.t.t.
8092,1706529.288,pp.p.b.nnnfs.ss.ssssss.f.p.n.i.fccc.ppssfnff.p.
8093,1706916.057,SS.c.f.f.fbbSb.SSl
8094,1706962.222,n.ntnnnnntnn.ncc.n.bttnnn.b.bn.t.s.cc.
8096,1707539.628,b.sSnnspspp
8097,1707660.384,.sspssfSlbbsssbsSssssssSessbbsssSp.pss.fssp.
8101,1708381.809,psp.lwsfp.pSSfSspSsSssssseb.SsSpSSS.psp.pSS.pp.pbbb.
8103,1709066.522,nnnbbbbb.sss.S
8104,1709165.499,.s.s.sppsssppppppsp.ssswspppswswsspp
8105,1709399.046,.l.S.S.ws.b.l.S.slpf.pfbbfff.fssslssbbbb.bbbb
8106,1709436.234,bbbbb.b.bbpppbbbb
8109,1709724.646,ffflSfspbfSsps
8110,1709766.509,sSSbbbbbb.sbbbb.bpbb
8111,1709997.929,nssssSS.Sppss.fs.b.b.ssb
8112,1710391.319,.cfn.bbl.S.lbe.bfbb.inlibfbbb.nbb.sssssSb.
8113,1710887.677,.s.f.ff.f.s.fsssfs.Spp.p.bbb.f.spps.spspspp
8114,1711577.051,c.c.c.cSS.sSpcbbbb.ps
8115,1711737.793,wspbbppplbbbbbbpppppewsp.
8118,1712926.319,.sSss.c.c.sl.s.
8120,1714090.328,.b.lbbbbpspssppbb
8122,1714751.958,bslbblp.sl.b
8123,1714866.818,bfbbS.Spp.fs
8124,1715022.344,ss.bssbwssp
8125,1715272.404,blebbbcbbfccbbbbbcc
8131,1715959.515,p.ssspsspssp.bbbbbb
8137,1718012.132,spbbbbbb.spp.
8138,1718546.078,.cbbc.cbcbn.
8139,1719022.943,epwsswlssss
8142,1719429.335,sssfsfpwssp
8145,1719771.437,SlbbblSS.plsSbbbb
8149,1720770.211,sssSsssSSbSs
8150,1720957.5,.sess.s.bbbbl.l.bb.pppppplebbb.b.bbbbbnnn.nbbb.bbb.p
8152,1721371.31,sSssSssssssSSpSsppplss.pppSsssssp.ppSSp.wssspp.
8156,1722786.79,.cbbb.l.b.bnnnnnnnnn.ccnnn.n.f.s.
8158,1722848.858,ppsspSpspSsS.ppppppep
8161,1724093.221,sp.ccbfssssssssssssssbbbb
8162,1724255.416,pb.fn.n.cc.c
8166,1725569.372,S.bSl.bSl.SbbbpbSs.
8169,1725925.677,s.sssbp.wssp.wssspsssssspp.
8171,1726052.384,Selslp.lllssslbs.ppSSssSSsspSssSsSp.bb
8172,1726537.878,ssspsss.pwpsswspsspsssswssws
8173,1726599.955,SppspSSSsSsSSfSs.spss.Ss.SssS.pSsSpS.SpSSpSspSs.s.SSpsS.ssp.sSpSSS.SSS
8175,1726894.709,.fbcb.bccnf.b.p.p.bc
8178,1727185.45,pwpppepppssepsesssp
8180,1727661.882,.cccppSpsSspp.
8181,1728500.463,sSewspnnbbbnnnbb
8188,1729248.897,.sbbSssewescc.cs.
8190,1729550.604,.ccccccspbbSbccccc
8191,1729764.985,.cpSp.SpswsswpS
8192,1730183.079,.Spp.pS.peppspp.S.pppbbb
8194,1730346.843,ccblbsswblfs
8197,1731095.384,sss.pppp.p.bsssb
8199,1731738.7,SllsbSspspsp.p.spssppllp
8200,1731926.077,ss.s.p.f.f.bb.b.bb
8201,1732084.751,sffSsfesSssSpSppSSSSpSpsSS
8204,1732285.069,.b.SbbbbbbblSsbb
8205,1732307.673,.SlbSSSSl.SS
8206,1733066.663,lwwssb.bff.f.pp.f.f.s.f.f.esf.f.fsff.ff
8208,1733227.503,.sp.pplplfff
8209,1733248.322,ff.ss.ppp.p.
8211,1733578.746,b.Slbbblbbbb
8213,1733813.947,.cnnb.plsslbbfbfsssscbbbbsccccn
8214,1734124.324,.ccccS.SS.Sc.lSpSSSSSssSSs.
8216,1734229.247,bbbb.bb.bb.bbbbbb.bb.bbbbb.bbbbbbb.ffbb.spf.pftttt.f.f.fspsfssffssfbnnbfbbbbb.bbb.
8220,1734549.026,.psws.e.sssswpspssssssspwpsssssssssss.pbbsss.
8222,1735090.376,.c.c.sssppsspsp.ppp.
8224,1735647.004,ffsbl.sspp.pf.p
8229,1736469.8,.llbblSlbSbbbbsssssSsSSSSsppSSSpp.
8231,1736613.782,lbbbbbbbffs.s.bbbs.s.fsfs.f.bbbff.fnb.b.bbb
8232,1736732.8,.sp.l.pp.bb.sSSppppsS.
8234,1737118.387,ssSSpppSspsssSss.b.
8235,1737212.013,fsn.fnnnn.nnn.
8236,1737384.428,.ff.nf.bb.ccb.b.ccf.eSffbnbnnncb.
8238,1737706.298,.ff.Slp.ppbbbSpSpsnn.cn
8239,1738227.578,b.cbbbv.bbbvbbb.p.bb.b.sssS.s.sppsp.p.pppppp.pps.pppp.ssp.p.
8241,1738551.473,SSpsSpspSSp.SSpSSpbsSSspp.S.c.SwesSSsp.bb
8245,1739263.907,.iccwswsps.bb.c.c
8246,1739986.152,fssspssppspppppspppf.spspsspspppspspppsss
8248,1740092.16,fssnbbb.ssfbb
8249,1740189.418,.t.nfssf.sSssss.
8252,1741708.354,ssessSppppppp.Sspppppppbbbbb.fff.fsll.i.iib.n.fffs.i.fpp.s.pfppbpbbbbnffb.pp.p
8254,1742250.039,cccsssspsss
8257,1743771.494,.pppsbspppppp.ps.s
8263,1745022.531,.sspswwspppppswswwbbbc.
8267,1746002.417,c.ccclf.s.ccccc.
8268,1746257.273,.bb.lsssslpspssss.ssslp.epsppppppp.sspspp.pss.s.psssps.s.pp.ssss
8273,1747220.55,.bb.bb.eb.bp
8275,1748171.765,.ssspsssssssp.swbblswl.lb
8277,1748187.183,plSllSsSs.spsppsspss
8280,1749349.972,fepppsSspsSpf
8281,1749371.733,f.pws.llbfpfp.
8283,1749882.144,ssssp.bbbclwsssssssssw.bsww
8285,1750432.542,bbppwwpp.pp.
8286,1750500.076,.bblwesswpewsps
8287,1750547.057,fswsssssssssssssslb
8288,1751506.138,.SSsS.sSsSssppsSpSss
8289,1751754.079,wpppppppssssss
8290,1751805.251,beesppsbbpspsSsssSwsw.ppwsspw.bbssp.p.ssspfbs.bbbsss
8293,1752183.014,sSSSsSsSSsSSsSSp.SSSSSSssSp.SpsSpSppbb
8294,1752537.587,spfsssssspp
8295,1752618.677,pSbbbSSblbbcc
8300,1753506.66,ssssssssspsp
8303,1754264.799,bSpSssSsSssSS
8304,1754326.154,s.spsespwpeswsss
8305,1754355.193,b.t.t.t.t.nns.
8306,1754443.101,.bS.sbbb.b.b.b.pppppppppp.Sbc.ccb
8307,1754706.567,i.bcccc.ccsssssssbbcnnc.ssspc.icnfb.bccbclbnnnnnn.ccnnccccc.b.fb.n.cccccn.
8309,1755828.932,nnnbttt.bb.f.ffbnttbtbttnnnbbbncf.fbbttttbbbbnnncbbbt.bbfi.f.fttnn.b.ppe.nnnnnnntf.b.c.ttt.
8312,1757184.3,.SlSl.ppp.fs.p.bb.
8315,1757488.283,ssssss.spp.sssppSsppssSfssSbbb.fs.
8317,1758061.95,bfffsssssssspwsswbb
8318,1758557.791,es.pppeSpspwsppswssppss
8319,1758591.169,s.psspssss.pp.pspp
8320,1758744.144,SSSSsssSSpSpppsSSpSSSsSsSspsSSbbb.cSbb
8324,1759170.652,.cS.S.sppss.pssp
8326,1759356.875,.bb.fSSSsSbb
8329,1759696.901,ppssppSpps.SpSsSpSppp
8333,1760098.781,sbSppppbp.pSSb
8335,1760747.759,ssppppppspn.t.t.t.t.t.ttttt.c.sf.t.t.t.f.
8337,1761589.53,pSpp.b.bb.slSbb
8338,1761728.665,.sSpSSp.s.p.ppp.sSsSpbbf
8340,1761871.153,.bcb.SSSfsbpps.pp
8342,1762267.989,b.c.pp.pccc.cfssppnbf.p.pccbff.s.pffbbp.sfss.sfffff
8343,1762437.662,ssSSssssssssssp.S.pp
8346,1762659.489,.psb.sswssn.b.
8349,1764156.86,.ssS.SsSSsssSp
8351,1764316.238,bbbbbS.cSSssnnSSn.
8353,1764646.601,.lSplpSl.pf.SSbpS.ppSSb
8355,1764787.715,.p.pppbbpp.pbpp.
8356,1764954.659,sssss.sspsfsss
8358,1765404.535,.spSbbbfSfSsn.p.spwswsppppppppwppppppsppbp.ppsp.ppp.fbbn.sffSp.p
8361,1766025.629,fffSpSsppS.S.pspS
8362,1766445.767,.f.bbl.bbp.Sp
8365,1767228.115,SSSpSs.psSS.S
8368,1767788.269,.lssbnbb.c.cb.fbbbbibb.
8369,1768086.948,cfessssspefffs.psssssp.s.p.spppspsp.p.p.sspspspspsppfbsp.Sssssp.sspssssp
8373,1769100.288,.llssssssssswspswcppwssp.ff.c.fS.cc.ssSsss
8375,1769718.616,bb.sp.pp.pwpsSlSbbbbb.b.
8378,1770275.142,bssssp.psss.pwpwpp.
8380,1770894.439,.pwlss.psspwspswpe
8381,1770970.714,ssssssss.spp.ssss
8382,1771202.511,llbbb.sp.l.sp.pswpsps.
8388,1772199.618,.ScSfppSssSfe
8390,1772281.067,fspfp.cbccbbcnbn.bb.
8392,1772706.625,c.bbpppb.b.c.b.l.bbbb
8393,1772955.391,bbsp.pblw.pbbSsslssbbbs.pp.sssSS.p
8395,1773529.695,.bblbbbbbbb
8401,1774672.517,lbbbbbbbs.bb
8406,1774860.197,.btf.t.bbbb.tt.sv
8408,1774868.085,bsSsSSsssSssSSSsSsSsssSsSpSp
8412,1776596.992,bbbssfSsswwsffsfssbfwfsssbf
8413,1776647.591,cbccc.sssp.csppl.n.nnnnbbbn.fssssp.spppppsss.
8416,1777909.854,.bS.S.sppSSpSsSss.pSSppsSSSlbbSf
8417,1778292.991,sSspppppsSpsppppsppfp
8422,1779174.753,lpspffpwppp
8423,1779536.498,sSsSSspsS.psp.psppspSssssspsfspspssppsssSSppss
8424,1779595.083,.nnnf.lS.sp.bs.nbSfsf.s.
8431,1780354.26,.f.ffb.bbbp
8432,1780480.635,.fs.bllSc.sspss.
8434,1780547.928,.ssp.pspssssspssspspsspppsseSsSsSssppbbb.sspss.fpfnnbbcbbbbbbb
8436,1780639.067,.l.llp.p.pbb
8437,1780830.189,lwppssssplbfsppepsf.p
8438,1780841.695,cwssssbccc.cc
8440,1781043.801,wssp.wpppwssb.pppp
8442,1781425.783,.sssSssSssppppbbfbbfpb.bb.bb.
8446,1781837.628,cb.S.lbbS.b.bl.lb.bbb.bbbl.bb.blppppbb.ppppbbbb
8448,1782328.426,ppsebSpbbbbspfSSffSspsSSfSfffssspsspp
8450,1783214.97,bp.ssppbbbpep
8452,1783292.345,l.lccnb.i.ff.wpp.ssc
8455,1784487.12,bbppppSb.pbbspspppwsps
8457,1784832.822,lSslbbSswssssswssssssssppS.p.p.spp.s
8458,1785129.746,c.wppsw.p.ppb
8461,1785434.769,.bbbb.f.f.p
8465,1786001.376,p.cc.ws.ssspf.
8466,1786063.756,s.bbsppl.cl.sc.c.sb.s.slpp
8467,1786194.956,bbbbfssssss.bbbb
8470,1786560.542,.S.S.Sbsps.p.p.sp
8471,1786575.927,.ccc.ssff.s.pc.bn.f.ss.f.f.f.fbnbff.nnnnn.
8472,1787036.08,.wspcc.ccccb.b.pccc
