,newid,event_code_new
24191,4865806.55,sSwsp.pSw
24192,4865859.342,besbsp.p.psfs.cbf.b.s.s.b.f.cbnbf.fs.pspsf.f.f.fbf.p.spsf.f.p
24193,4865901.168,bfswsb.b.b.
24194,4866365.842,blblsbspn
24195,4866484.11,l.lblsw
24196,4866580.907,b.sws.b.
24197,4866604.568,bSlsSsSsSsSsSsSsSsSpsSpsSsSsSsSpsSsSsSpSpSpsSsSsSsSsSsSsSsSspSpSp
24199,4866951.071,SlbsSpSspS.psSsSsSp.SpSspSp.p.Sf.b.fn.nb.b.bvb.bf.
24200,4867140.972,psSsSsSsSsSsSsSsSsSsSl.ws
24201,4867166.202,S.psepsp.psp.S
24202,4867578.908,pspsl
24204,4867674.857,b.blb.c.c.c.
24205,4867917.583,p.pl.c.cpsp.p
24206,4868110.949,.p.ews.p
24207,4868129.981,n.f.sf.s.s.f.Slb
24209,4868778.852,SsSsSsSspSsSspSpsSspSplf.sps.nbfnbibibib.i.c.sSsSsSp.Sp.SpSp.s
24210,4868862.131,S.psS.ps
24211,4869175.074,lbf.n.f.f.c.f.s.p.fs.psfbc.f.s.s.s.s.p.psb.psp.pspspsp.b
24212,4869216.075,.fswsp
24213,4869228.704,sS.bS.lS.Sn.eS.lbl.p.bs.cf.fbn.f.f.f.c
24215,4869398.703,.plb.lnbspspn.c.fcfb.fc.nb.n.c
24216,4869411.276,bS.c.Slspspspsp.pSp.spspspspspspspspS.cbSlb.b.s
24217,4869508.692,spspspsp.pspsps.p
24218,4869624.339,bswswspwspswplb.
24219,4869765.448,bsbs.sp.
24221,4870115.747,swfwslbl
24222,4870251.073,swsp.psw.lb
24223,4870711.537,.S.S.lbpsSsSsSsSpsSsSsS.c.blS.Scnb.n
24224,4870796.385,b.b.bl.b.b.blblb.pswspsws.pfwsp.p.p.p.swsws.pwsp.p.swsp.swp.p.swp.p.pwsp.pwsp.sws.p.p.p.sp.p.p.nf.s.p.sp
24225,4871050.627,pSlfl
24226,4871158.283,clS.lbl.pl.psp.psp.psp.sp.psp.psSf.pSfSsp.pf.f.pf.p.pnsp.psp.pb.psp.p
24227,4871310.196,p.psp.sSsSsS.b.s.s.b.b.se.p
24229,4871694.786,.csSlp.sp.p
24230,4871699.484,sp.pspsp.pspspspsb.b
24231,4872310.092,lsSplpesplswslble
24233,4872893.03,wspsblswSslclsSwsblwsp
24234,4873137.702,b.sSp
24235,4873378.417,wp.pswsp.p.b.
24236,4873408.847,e.c.bc.l
24237,4873490.781,ps.pb.b.
24238,4873513.165,nbfbfpbn.nb.fbn.
24239,4873825.996,spsefs
24240,4873845.386,wsp.p
24241,4873856.278,s.bf.s.f.b.nb.f.s.p.
24242,4874154.273,sp.p.
24243,4874333.483,SfsSfpSfpfSpsp.psS
24244,4874399.323,blewp.sp.p.p.p.spsep.p.spsp.p.p.psp.s.ps.p
24245,4874917.567,sp.ep.p.pewS.psSpsp.sp.
24246,4874976.682,b.bn.nbf.s.e.fbn.n.n
24247,4875027.984,pepspsp.p.psls.p.psp.plp.p.s.p.p.pfs.psewspspepesp.ep.ps.ps
24248,4875068.218,.SlSs
24249,4875099.002,SfS.pwsp.p
24250,4875182.752,b.b.bs.
24252,4875390.064,lpwspswspswpswpwspwspswpswspblbslslf
24253,4875409.538,lswsesweswp.pswp.pswsp.pswp.psws.p.pswpswsp.pswspswsp.sps.swsp.psws.pl.pswpswsp.pswsp.pswsp.pswspswp.pswsesw.sSs.psSsp.psSsp.eswsp.swsp.wsp.pwsp.swsp.pswsp.swspwsp.pswsp.pswpwspswpswpswsp.swsp.pwsp.ws.pws.swspswspwspswsp.pswspswpswspswp.pswpwspswpwspspsp.p.p.c.s.pswpsw.sp.sb.lb.b.b.b.l.l.fswse.s.
24254,4875487.108,b.b.pepsp.p
24255,4876003.307,fsbfp.
24256,4876682.209,l.lblblbl.pb.wswp.pswsws.pb.swsb
24258,4876870.685,.b.plbl.nbs.e.s.e.s.bnbf.sSscb.c.f.pc.c.c.cbc.n.c.s.s.scnb.i.nbnb.b.nbf
24259,4876925.987,S.S.S.ScS.Sl.sp.sp
24261,4877121.393,b.sp.eb
24262,4877349.166,n.f.bf.psp.pswspswswsblc.c.c.c.b.c.c
24263,4877428.273,Slp.n.n.f.p.f.p.fc
24264,4877456.222,S.lbS.sSspSsbS.lS.lS.SfsS.spspS.spl.SlSfSsw.SfSfswSfSpSfSfswspspspfSfwspSfSfswfSfwsS.sS.
24266,4877782.278,c.c.fpsc
24267,4877917.273,SsSsSsSpSpsSsSpSpsSsSsSsSsSsSsSsSsSsSsSsS.cS.cspS.S.S.cS.ps.b.b
24268,4877947.951,b.p.lpb.pbpbfbpbspfbsbsbpsbp.pbsbpbp.pbsbpbp.b.pbsbsbpb.pbp.bsb
24270,4878453.533,.p.p.p.pS.SfspSf
24271,4878504.192,sp.swp.psSsSsSpb
24272,4878648.897,fspspsb
24273,4878737.666,lSn.cSfSsws.n.n.b.b.nsp.p.p.b.f.b.b.cncn.n.bse.sn
24275,4878878.463,sSsSsSfSpfSpSlfpf
24276,4878885.066,sp.Sb.bp
24278,4878919.977,b.f.s.p.pep.p.p.p.pep.spspspspsps.fn.i.fsf.p.p.sps.p.p.p.spsps.f.p.spspspspspspspspsps.f.spspsps.p.fb.fp.sps.s.f.f.p.p.p.bf.p.
24282,4879773.38,wSseswps.p.p.f.f.p.f.fb.b.bi.bf.
24283,4879776.379,.spspsp
24284,4879786.856,.sf.f.s.sf.spspspsps.b.f.b.s.nbc.cbn.bn.
24285,4880212.373,p.p.pb
24286,4880332.369,bspspspsp
24287,4881004.496,fSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsS.
24288,4881049.427,b.bfswswltb.blb.lblb.nbftbt.btn.b.c.t
24289,4881472.401,.pfepb.sp.p.nbfbfn.sp.s.b.b.b.b.
24290,4881663.462,SlspspSpSpSpsSsSsSsSsSsSp.sSsSsSsS.c.b.f.t.t.t.b.b.b.nb.b.t.t.t.t.t.t.cpc.p.t.t.t.t.c.t.t.b.b.b.b.t.t.t.t.t.t.t.t.t.t.t.t.t.t.t.t.t.t.t.t.b.t.t.tf.t.tbtbt.t.t.b.t.b.t.b.b.b.b.b.b.b.b.t.t.t.t.b.t.t.t.t.b.t.t.t.t.tn.nbf.t.t.t.t.t.t.t.b.t.t.t.t.t.t.t.t.t.t.t.t.t.t.t.t.t.spsSsSsSsS.pSsSpSsSsp.sp.sp.
24291,4881714.243,.bSlsSlslSsSlps.ScS.c.S.f.f.f.fbf.sf.f.f.f.fbflSlfsSlbsfsbSlfsfsblSlfeSspSpfs.b.p.p.sp.p
24292,4881775.291,s.b.spSspSpSspSpsS
24293,4881924.34,sbfs.
24294,4882262.382,spSps
24295,4882377.526,wspswsp.pwsp.ps
24296,4882493.569,sSsSspswswspswspb.b.
24298,4882717.379,spsS.psSp.pfSfsfSfSfSfSsfSespbSfse
24299,4882947.337,lsc.c.c.bcnfb.cbcnb.cbn.c
24300,4883176.037,lSfSsSsSsSsSsSpSsSpsSsSsSpSpSfSf.f.bnbfSweSfSsSfSfSfSfSfSfSfSfSfSfSblblsSsSbsS.s.f.p.fb.lSfSpsSsSsSsSsSsS.Sps.b.pSsSp
24302,4883505.637,bn.n.c.bcbfbn.c
24303,4884055.159,fSeSsSsSsSsSpSsSsSpfSeSsSsSsSpSfeSsSsSsSsSfSesSsSsSpSsSsSsSsSsSpsSsSsp.p.pSsSsSpSsSpsS.psSpsSsSpsSp.
24306,4884257.992,sSsSeSpSlb
24307,4884502.664,.b.pbcb.c.e
24308,4884561.542,Sp.sSp.psp.pSsSpSpspsblSps
24309,4884914.975,c.f.s.f.fbn.
24311,4885377.153,swspspsp.psp.pswp.pwspswsp.pswpwspspswspswspsp.p
24313,4885512.856,lb.blb.b.c.c.b.b.l.lel.c.c.c.c.c.c.c.c.lbl.c.c.c.c.b.b
24314,4885522.537,fSsfSswswsfSsSsSpsSfbpb
24315,4886162.477,pwesweslpspsplsp
24316,4886310.715,.fb.ewselSbSlse.p
24318,4886738.048,wsf.sps.s.sfspsfsfsfsfsfspspsfbnfsf.fsf.bcnbs.pf.sb.b.b.b.b.bn.f.sps.ps.ps.psp.sfnbcbn
24319,4886776.912,Sfbp.psSp.p.p
24320,4886790.933,.cSlbsbsps.p.p.b.b.b.b.sp.s.sp.b.
24321,4886867.749,fsSsf.pf.pswsc.c.fcf.
24322,4886975.954,SpsSlSf.p.pbfSspsSfSfSfp
24323,4887144.319,p.spsSsSspsSspsp.ps.psp.ps.
24324,4887373.41,.bswspSfpSfsSpSfwewsp.pfSsSsSp.p.weswp.p.
24325,4887403.599,fesesfspsfefsfsfspspsps.
24326,4887567.442,S.pS.pSpswSpeswswpSpSswpSp
24327,4888430.019,.cf.p.wselc.
24329,4888509.922,S.p.fsf
24330,4888517.959,.sbSfsSsSpSsSsSpSsSspSsSsSpSpSfsSsSsSsSsSpSsSpSsS.psSsS.psSp.SpSfSfspS.pSp.pSfSfsSsSsSpsSpsSsSsSpSpSpSpSfsSpSpsSsSpS.psSpSpsSsSpSpsSpSsSsSpSsSsSpSpSpSsSsSpSpsSpSpSsSsSpSp.pS.pSsSpSpbsSfSsSsSsSsSsSsSsSsSsSpSpSfSswsSpwspSpwsSfswpS.pswpSp.swspSp.fSswspSp
24331,4888578.458,Slpsp.pspsSl.b.blSb.b.
24332,4889119.011,.esSp.psSsSsSsp.p.psp.p
24333,4889131.752,n.Slb.b.S.SlS.b.bf.lSb.S.c.nb
24334,4889430.422,.bsp.pbs.pSp
24335,4889697.181,plblblblblblbpblbfbfsfblbsfsfsfsflpblb.swbSwbsSswsSwbfp.b.sSwswSsS.se
24336,4889909.178,fSsSsSpS.S.pSpSbp.SsSsSsSsSp.SpsSsSsSsSpSp
24338,4890921.144,sewsp
24339,4891008.139,sSsSspSsSsSpsSp.ps.p.p.p.ps.ps.p.pspsSsSsSlS.blSlbSl.cSlcSs.psS.psSp.p.p.S.psSsSsSp.sSsS.p.p.ps.p.pses.p.p.psp.ps.p.p.ps.psp.sp.p.SsSsSb.b
24340,4891227.069,.sSsSsSsSsSsSsSplbsSspSsSsSsSbc.S.c.f.s.p.p.f.f.pc.p
24341,4891229.831,sSsbfSspSsSsSsSsSsSsSsSfsSsSsSsSsSsSfbfpfbsSsSsSsfsS.f.sSsb.f.spsfs.f
24344,4892131.36,fsps.psfsp
24346,4893120.169,sp.psp.n.t.t.t.b.b.b.c.t.t.t.t.bf.s.s.f.b.f.sfb.
24347,4893254.447,.f.f.csp.pc.c.b.b.sps
24348,4893285.53,SwpsSswblbebSfSfsws
24349,4893327.388,S.lb.tb.bt.btbt.tbtbn.t.t.t.t.b.nf.nbn.i.cbt.bn.f.f.p.pftn.tnbctbtb.tn.fnb.tncbf.f.f.f.sct.fbc.cb.b.c.tbcnb.n.t.tc.t
24350,4893414.392,p.p.p.pb
24352,4894221.378,ls.p.pbfpb.nbtb.b.tf.tnft.t.tbfb.b.b.s.p.nb.b.b.t.t.t.t.t.t.t.t.t.t.t.t.t.t.t.t.
24353,4895139.369,.s.s.
24354,4895148.901,SsSsSsSfsSfbf.pfsSsSpsSfsSsSp.pSfsSsSpSpb
24355,4895248.516,Sp.pspSs.lSsSsSsbsSsSswS.pb.spSse.s.spSp
24356,4895402.947,pbcnbn.c.nf.p.p.f.p.p.pf.f.b.fn.
24357,4895478.967,bfbn.fbf.pf.f.fwsb
24358,4895537.556,c.lpl.lelb.c.c.c.c.c.
24359,4895622.879,bs.psp.b
24360,4895654.358,.plwsp.pwspS.
24361,4896279.243,ws.pswb
24362,4896995.546,bls.cfb.b.b.b.b.sep.p.
24363,4897454.367,.cS.cS.cS.bSsSsS.psSpSpsSsS
24364,4897537.241,.SsSsSe.p.p
24365,4897889.188,SsSsSsSsSsSpsSsSp.p.
24366,4898096.849,sSsSle.pSpsS.pSp.SsSsSsSsSp.p
24367,4898344.041,pspfsp
24368,4899242.264,.b.felSlSspspspspspspspspspspspspspspspsp
24370,4899859.265,b.b.l.c.c.b.c.b.b.p.pebesp.p.pb.
24371,4899882.46,bsp.sp.sp.sp.pspsp.spspsp
24372,4899938.866,f.swsp.pswp.f.f.spfsf.f.pf.p.nb
24373,4900005.544,blsespl
24374,4900089.912,wspsws
24375,4900240.204,sblSlc.s.
24376,4900412.178,blSpSpSpSpSpeSpSpeSpSp
24377,4900462.995,fSfsSfSpSf.
24378,4900623.816,plpsS
24379,4900625.832,wplpswb.p.p.p
24380,4901255.299,.SfsS.SfSsp.fSsfSf.SfesS.b.SfSf.b.b.
24381,4901302.494,.bS.fSlS.cSl.l.lSfs.SpspS.p.Sfsp.pfS.pfSp.p.fs.
24382,4901500.298,fnb.bvb.b.
24383,4901652.951,SlSlS
24384,4901856.831,.S.S.S.S.S.S.S.S.S.S.S.S.fpfSl
24385,4902056.092,lsSlswspswsSsesSwlelp.lswblb
24386,4902155.846,fs.pSlp.b
24387,4902429.325,.psSp.sS.pspS.sSpS.spSps
24388,4902536.52,S.lSbSlSl
24389,4902617.303,sSsSsSsSsSsSsSsSsSsSsSsSsSbswspSl
24390,4903157.144,fsp.pse
24391,4903459.842,.Slses
24392,4903486.362,.Sl.Sl.bSl.l.pSl.lSlSl.lp.swsp.p
24393,4903758.14,.b.b.b.pSpS.p.pS.S.pspS.sp.Sp.s.pspspsp
24394,4903885.019,fspS.spS.pfspSpfs.b.b.b
24395,4904106.949,.f.f.f.f.f.f.f.sp.p.p.sp
24396,4904155.969,swswsws.pswswsws.p
24398,4904296.896,pl.bn.nf.spsps.fc.n.nb.b.ib.ib.ib.b.ib.b.b.b.b.ib.ib.b.ib.bin.nc.cncb.n.b.b.
24399,4904414.909,p.b.b.sSsSspS.sSsSsSsSsSsSp.sSsSsSsSsSs.epb.p
24401,4904801.687,SsSesSesSpsSpsSpsSpsSsS.pfsbfspsbpfs
24402,4904959.914,wsp.plb
24403,4904983.779,sp.psp
24404,4905095.091,lbclelb.lb.cblb.lbl.lb.nbc.nb.b.c
24405,4905252.126,i.bn.b.b.b.bibvb.bib.b.b.bfsps.fb.bpbpepe
24406,4905262.985,.p.pl
24407,4905353.03,.p.p.cn.b.bvb.b
24409,4905532.314,Sws.spsSwpesSwpsSwpepsSwpsSwp.pSeSspc.b.b.b.b.b.b.
24411,4905956.634,SfSs.e.p.p.e.s.s
24412,4906034.889,p.sp.pspspspspbpspspsps.pspbspfp.f.f.sf.s.f.s.sf.s.f.SwsSwfsSwsf.p.f.spfspsp
24413,4906137.772,.cS.cS.S.Slb
24414,4906169.553,lb.clb.l.c.c.c.cbl.
24416,4906423.097,wspswswspswpwsp
24417,4906804.967,sp.p.p
24418,4906815.356,nfn.lbpswsScblbf.n.
24419,4907584.847,swswse.swspspspb.b.b.b.b.e.b.b.b.b.
24420,4908571.024,.sSsSsSsSsSsSsSsSsSsSsSsSp.pS.cS.Sc.c.s.p.sn.cbcbc.S.bn.n.ncn
24422,4908841.178,lS.bSlfe.pfbfse
24423,4909002.72,Slspsp.pspsSlSpswlSwsb.SlswplSlSbSlswswspswpswpwsp.swpswsp.p.psp.wspswspwspswpb.p.p.p.p.p.s.f.sps.blSbf.f.s.SlbSlblSl
24424,4909542.18,Ssb.Slbf.nb.swspsSswsSswsSsSspSwpSwsSsSfswsSswswswsSwswSsSwsSwswSsSwsSsSsSsSsSsSsSsSsSsSn.nft.sSwspsSsSswSsSsSspbsSs
24425,4909554.771,sSpSpsSpSpsSpSpsSsSpSpSpSlS.Sl.Sb
24426,4909602.194,nf.pswspbswsn.i.b.sbnf.sf.fb.bf.f.f.lb.b.bf.spspsps.p.fcbf.f.f.se.f.f.fbcbcb.b.b.b.b.b.b.b.b.b.f.sb.b.b.b.b.b.b.b.b.b.b.b.b.b.b.b.b.b.b.b.b.b.b.b.b.b.bvb.b.b.b.b.bvb.bvb.b.b.b.b.b.b.b.b.b.b.b.b.b.b.b.b.b.b.b.
24427,4909814.117,peS.SlcS.cS.Sfeb
24428,4910312.518,.nbS.lfs.p.
24431,4910627.212,b.i.nfcb.f.f.b.c.b.c.c.bf.f.fb.c.cpcnb.b.bfb.b.b.
24432,4910961.11,sSsSsSsSsS
24434,4911311.553,sSsSsSpSfbfSfSsSsSsSsSp.fSbSspsSsSsS.s.
24435,4911350.85,SfSf.pbp.p.
24436,4911472.765,SsSlsSsp.psSp.pSp.Sp.sSp.SlpSe.sSpe.
24437,4911756.464,.sf.f.s.s.spspspspspspbpbfspspsfsespep.espspspspsb.b.spsp.s.ps
24438,4911875.189,.f.cn.nb.b.b.bn.f.p.fcn.s.pSp.b
24439,4912088.723,c.cl.p.pes.pspsp.ps.p
24441,4912594.939,sSsSsSsSsSsSsSpSpb.bnfbf.s.s.p.p.p.pep.f.fsf.p.s.s.spsc.
24442,4912764.728,c.lblels.c.cbn.fc.c.c.pc.bn.cbc
24445,4913605.871,SsSlSlbSlSlSbfspSpSpb
24446,4913716.763,esSpsSp.psSsS.psS.p.p.pSsSp.swp.p.SlpbsSesSp.psS.psSsSsSsSsSsSsSsSsSsS.p.s.p.
24447,4913761.518,spsel.bspspspseb.bfspep.spspep.
24448,4913863.079,wsSwsSwpSwpSwpsSsSslspsps.b.b.bfef.fnfbn.fnb.n.f.f.f
24450,4914228.953,SfsSs.p.p.p.p.p.p.p.p.p.p.b.
24451,4914356.68,b.n.lSfwspb.b.cb.b.b.b.b
24452,4914617.287,c.fsp.p.c.l.l.bl.lb.swspswswsl.b.bnb.sp.ps
24453,4914703.15,SlSlspSlpepspf.Sl.SlSlb.
24454,4914824.655,.bf.p.fbv.bpb.bvb.c.b.b.b.bvb.ibfbn.
24455,4914871.254,lelspspspsp
24456,4915112.536,spsf.f.spsp.sp.sSe.b.b.spsbsp.b
24457,4915733.188,lSlp.pSl
24458,4916477.427,pebpSpbl
24459,4916928.378,b.i.i.nb.nb.nb.c.c.f.fn.i.cs.cbibnb.c.i.i.nbf.i.nbn.f.f.fn.s.c.c.nbf.f.fc.c.b.cnb.b.c.n
24460,4917192.264,ebsbewslsp
24462,4917643.559,lb.lbwspswpsw.pwspswp.p.b
24463,4917823.742,f.pe.pspspspepfp.pfs.p.
24464,4918165.035,.plSpS.pS.peS.pSpSpSpSpS.pSp.pepS.pS.pSfSfspSsSsSpSfsSsSsSsSsSsSsS.spsp
24466,4918263.126,.pSsSpSsSpS.psSlSs.pSsS.psSpsSp.sSpbpS.pb.
24467,4918295.41,.cp.sp.
24468,4918603.459,.p.p.s.p.
24469,4919045.498,spSlbspspep.pspcn.
24470,4919147.757,.lSsSsSspSpSpSplSs
24474,4920048.751,.bplS.wsSsSswsp.pswp.swp.p.psSsSsSpsSsSsS
24475,4920462.747,c.sws
24476,4920526.44,Ssp.p.p
24478,4921083.897,.lsSwsfslslb.lsflefslsSwesSwsesl.l.bl.cb.bsb.fspspsp.spsp.ep.n.b.b.b.b.b.
24479,4921111.474,pbf.f.cfb.
24480,4921130.384,pspsSfSf.sp
24481,4921314.842,spsp.psp.psp.e.pfsfb
24482,4921341.627,wpswpswp.pwswsp
24483,4922513.077,SfSp.SfSfSpswspSpswspSp
24484,4922938.682,SsSsSsSsSsSsSsSsSsSsSsS.l.b.bslblsSsSsSsSesSlspspbsbslfSfs.pspSfefSfSfSsSsSsSsSsSsS.sws
24485,4922960.191,f.p.b.b
24486,4923193.133,sSsSsSsSpS.pSsSpSpSsSeSsSsSeSsSeSsSsSsSsSsSsSsSsSsSsSsS.Sp
24487,4923577.337,lSpSpfwefpSbsfsSpsSpsSpsSpbsp
24488,4923586.138,cfpep.pefb.bp.fsp
24489,4923685.561,b.blbswspswpswpswspbf.tf.tbt.b.btb.nblb.c.nbt.b.b.bnfb.b.fb.bn.n.tcpc.b.bncn
24490,4924125.434,nbfbvb.bt.fbsf.p.fnb.cb.c.fb.s.p.p.f.b.b.b.b.btbs.swsb.n.fsfb.bn.n.n.n.n.n.n.n.n.n.n.n.n.n.
24491,4924146.091,b.b.b.b.b.b.e.pbn.b.b.
24492,4924238.999,c.l.c.sSwslb.c.fbibibib.nbfcbfbib.bibfesesesesb.b.b.b.b.b.f.swe.bseSspsp.
24493,4924654.546,f.p.psp.l.s.b.b.
24494,4924702.174,sesp.sfsp.sp.sp.psp.sp.psp.f.p.fwsp.swsp.
24495,4925119.779,l.b.sS.p.sSpSp.SsSp.sSsSsSspspsps.sp.Ssp
24496,4925152.771,lpS.lSb.Ssp.p.b
24497,4925164.324,.bl.bl.bl.lb.fb.fb.b.b.b.
24499,4925548.998,.bfslSfpsp.
24500,4925564.039,pewew.bspe
24501,4926049.397,b.psp.s.n
24502,4926059.949,s.pbSl.p.s.psp.p.wesplSl
24503,4926228.793,fb.b.b
24505,4927131.599,.S.pSlS.b.SfSfsSsSsSsSp.sSsSsS.bSl.S.S.bSlS.SlspbSlS.S.S.S.fSfSpsSsSpsSsSsSsSsSpSfSfSsSpsSsSsSsSsSsSsp.fp.psesSsSsSsSsSsSpSsSesSsScb
24506,4927157.578,fewewsespsespfpb
24507,4927272.811,ps.psb.swe
24508,4927364.08,pep.f.s.f.
24509,4927463.606,SpSsSp.sSsSsSsSsSsSsSpSpbSfeb.p
24510,4927841.909,.cp.cbsSsSsSsSsSpSswsSwsSsS.b.bws.sb.b
24511,4927973.761,Sswswspswswsbswbsbspb.f.f.f.fsf.f.f.fsf.sps.s.s.s.f.s.s.s.s.swsbf.s.sf.sf.s.p.fsf.f.s.fsf.spspspspsfsf.s.s.f.f.spsf.f.f.f.swfsf.fsf.f.f.f.p.p.fs.sw.sSwpsbpswpswpspswspspspspspspsp.pspspspsp.spspspsp.pspsps.pspsp.spspsp.psp.psp.p.psp.pspf.fefsfspspsbpbp.pspspspspspsp.pspsp.spbpspspspspspspspspspspsp.pspspspspspspspspspspspspspspbspswb.b.b.b.bpspspspswpswspswpwspepspspspspspspspspspspspspspspspspspspspspspspspspspsps.Sws.ws.s.wswSswSsws.ps.sps.sps.ws.sw.b.b.b.b.b.sw.f.ws.swsws.spsw.sw.b.spswsp.swS.pe.p.p.p.sw.swsw.swswpws.sw.swps.sw.wspwspspe.swp.wsp.swswswspswsps.ws.swswsw.swpws.wsps.sws.spspepswspswpep.wspsw.swspbsws.sp.ws.sw.spspepsps.swspspsp.swsws.wsSwes.swsSwpSwsp.p.spspswsp.fb.bibf.s.ps.b.b.sw.wspswpspspswSpwspspe.bswsbsbswpsSp.wspswspwswspswpwswSpSwsws.swswsSwsSwsSwSsws.wspswpsp.sSp.spep.swpswp.sw.s.sws.sps.wspswswswswpwspswpswpwspwswspsws.sps.s.spsfs.bsw.wspswspwspswpswpswspwspswsSswspwsp.bsw.sw.sfsfswspwsp.bpws.b.b.sp.b.b.ws.b.b.fbn.sws.b.b.sSwsw.w.pb.b.swsb.pwspwewps.b.b.swpws.p.swewseswpspspspepswswspwspswspws.s.s.s.psps.s.sp.s.sSsSspspspspspspspspspspspspspsSpsSpsSpsSpSspsp.s.b.s.sw.sws.spe.b.s.b.swswswspsws.wswSsSwswswswswspwspsw.s.wswspswspwspspspsSspspsw.sws.ws.sws.sws.swswsp.sp.bs.sws.wsw.sSspsSswspwspswpwspswpwspswpswspswpswspspspsp.spspsp.sw.spsps.sp.swspspswpep.b.b.sf.spepspwpepswswpsp.s.b.b.b.b.b.spswsp.sps.s.b.sSwswSpspsp.b.f.spsws.b.s.s.we.wsweswsesw.w.es.sw.s.swsws.swpwspspspsp.s.spsps.b.b.b.SsS.b.b.sp.swp.swswsbsSws.s.Ss.sSswswsesesweswseseses.wswsw.sesesesesesesvsesesesvsesesesesesesese.wse.sws
24513,4928337.401,ws.pswp
24515,4929140.434,Ssbc.fsSspfwefspSpSsSsSsSspspspspfspfsfsfspsp
24516,4929234.223,S.weplp.psSsSpsSswspSpwspSpswpSp.wspS.pS.pswpSpSfpwsfpSpswspSpswpSpbps.pslwepspfpsSpsSsSp.psSpsSpSsSpSsSpsSsSsSpSsSp.sSpSsSpsSsSsSsSsesSpsS.pSsSsSsSpSsSpsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSsSpsSsSpsSpsSsSsSpsSsSpsSsSsSpsSsSpesSsSsSsSplpspspspspspspspspspsp.pspsl.spsblcb.
24517,4929902.209,p.psp.psp.psp.pspS.p.p.pS.S.cSlS.splSsSlc.cs
24520,4930093.721,lbSlbSlbSlswsSsSsSsSsSsSpfSlfwswseswswSsSsSlSs.sSbfSlfwswsewswsSsSlS.Ss.sS.swpwspfSlfswseswSlS.sSs.swSsSfSlfwswseswSl.sSs.S.wsSsSfSlfSlswsweswSs.s.S.wsSsSswsS.fSlflSwswseswSs.S.s.wsSsSws.SbsbsebSspsSbfSlfwswSlews.Swsp.S.s.swsSsSsws.Sb.sSs.Sbs.SbswswSsfwswewswp.S.s.S.wsSsSws.sSbfwswewswsp.Ss.sS.swsSsSsw.Ssfswsep.sS.sSsSswswswewswpsp.sS.SswsSsS.SswsepS.sS.swsSsw.sS.sw.sS.swep.ws.sS.wsp.sS.sS.swp.sws.swSs.sS.sw.sS.wsp.sw.swsSsS.sw.Ss.Ss.b.b.S.s.b.spswsw.sSsSsSws.s.s.S.p.ws.swe.sS.swSsSsw.p.sw.sw.Ss.swSsSws.b.swp.sws.sS.swes.sS.swsSsSws.s.s.sS.sw.sSswesw.s.sS.sSsSsS
24521,4930264.386,b.b.b
24522,4930517.748,SsSsSsSsSsSsSsSsSsSsSsSsSsSpSl
24523,4930537.306,SspsSspepsSspepsSp
24525,4930810.435,p.SlSesS.SpsSsS.SpsSeSsSsSsSsSp.
24526,4930931.716,s.scp.b.b.
24527,4931040.076,c.c.c.bl.c.splbplp.slblbl.bl.ble.c.b.c.c.c.l.c.
24528,4931340.511,sSsSsSsSsSsSsSsSsSsSsSpf.pbfsbf.b.b.b.Sl.nf.fsf.f.spf.f.n.f.
24529,4931471.404,SlbS.bS.SlbSlb.SbS.bpbSlbS.Slb.Sb.SbS.b.S.tbntbtc.bfSspS.cbS.b.cnbtnbt.f.spspsf.p.f.fb.bS.SfwsewsfSb.ctbtb.bnb.nbnc.nb.n.nbc.b.b.b.nb.b.b.b.b.b.b.
24531,4931801.26,lswpswp
24532,4932196.303,fSswSpSwpSwsSf.sSfS.pspsSfesSpsSpsSsSsSsSsSsSsSsSsSsSsSp.pSfSsSsSnb.bn
24533,4932339.527,psw.pbspsp.spsp.f.p.f.pf.f.spepspsf.spspspsbfc
24534,4932384.766,wswsp
24535,4932642.29,ws.ps.p.p.ps.p.p.p.ps.ps.psp.pswsel.psws.ps.pswsp.psws
24537,4932798.874,b.nbf.s.f.p.s.sf.pf.pf.pf.f.spS.cswspwspswpswpswpsblcbn.
24538,4933040.449,pspbpsbsSsSsSsSpsp.pS.Sl.pb.psSl.Sspspspspspspspsps.SbS.lSlS.bS.b
24539,4933115.682,lbsesesp
24540,4933298.565,b.Sfsp.pblbls.pSfl.psp.pbp.p.p
24541,4933428.001,SlblSbSlfSlbSlSbSflSbSfbSfbslSbSl
24543,4933883.976,.psp.psp
24544,4934202.852,.p.p.pbfsp.ps.p.p.
24545,4934433.093,.Slb.p
24546,4934525.052,swsws
24547,4934826.237,SpsSsSsSpSpsSpsSps.Sspspsp
24548,4934913.334,psSsSsSsSpsSp.Sl.sp.p.p.p.p.p.p.p.
24549,4935234.832,swsewp.splwslswslb.bf.pep.b.cbcb
24550,4935269.668,spspep
